"result","id","comment","label"
"toxic",2650,"mera yahi I'd name insta I'd hai",1
"not toxic",2651,"kisko Instagram I'd mag rhi ho Eliza Meri kya",0
"toxic",2652,"Suman lanch kiya aap ne",1
"toxic",2653,"ok",1
"toxic",2654,"kya huaa liza",1
"not toxic",2655,"kuchh na",0
"toxic",2656,"hello Suman ji",1
"toxic",2657,"kaha se ho",1
"toxic",2658,"sab time pass kar k Nikal lenge, aap mujhse Pyar karo sachha karunga whole life",1
"toxic",2659,"Suman mam reply please",1
"not toxic",2660,"Suman kha se ho aap",0
"not toxic",2661,"bolo eliza",0
"toxic",2662,"liza kya huaa",1
"toxic",2663,"jhansi se ho",1
"toxic",2664,"mujhe kisi ka piyar na chahiye piyar karne ke liue mere ghar wale h ok",1
"toxic",2665,"u. p se hu me",1
"toxic",2666,"kya huaa liza",1
"toxic",2667,"femily me sab kaise ha",1
"not toxic",2668,"kuchh na",0
"toxic",2669,"insta I'd mil Gaya Mera",1
"not toxic",2670,"ha",0
"toxic",2671,"me urai",1
"toxic",2676,"me chali sone ki hali",1
"toxic",2677,"liza follow to karo pahle",1
"toxic",2678,"ok tc",1
"toxic",2679,"nhi sone n jao",1
"toxic",2680,"Eliza Mera Dil toot jayega",1
"toxic",2681,"liza hamse bhi baat kar le",1
"not toxic",2682,"me follow nahi karti hu kisi ko",0
"not toxic",2683,"college student ho ap",0
"toxic",2684,"Suman ji hamse bhai bat karlo",1
"toxic",2685,"to insta I'd kyo mang Rahi thi",1
"toxic",2686,"suman ji baat kar rahi hai",1
"toxic",2687,"kanpur janti ho app",1
"toxic",2688,"ham hi kar dete hai follow आपको",1
"not toxic",2689,"dekhne ke liye ke",0
"toxic",2690,"ke dete ho ke nahi",1
"toxic",2691,"aap insta use karti ha kya",1
"toxic",2692,"애초에 러시아가 세계1위 다민족 국가라서 내부에 분쟁이 많은 나라임...",1
"toxic",2693,"푸틴이 제거되면 러시아가 내전이 발생할 수도 있고, 아님 외부로 공격을 돌릴 수도 있고... 변수가 더 많아 지게 되긴 할듯...",1
"toxic",2694,"변수가 많다고 해서 저렇게 마냥 푸틴의 독재하에서, 세계적으로 고립되고, 전쟁이나 하는 나라로 마냥 남게 되면, 그건 러시아에게있어 역사에 기록될 비참한 시기가 될것이고, 경재적으로도 세계로부터 외면당하면서 후진국으로 몰리게 되지 않겠어요!",1
"toxic",2695,"사실 푸틴 이후 러시아 경제는 오히려 좋아졌었음",1
"toxic",2696,"좋아졌음 뭐함 한순간에 말아먹엇는데",1
"not toxic",2697,"서방도 푸틴이 계속 있는게 이득이라 판단하는 내용도 많이 나왔었고....",0
"toxic",2698,"특히 미국이 제일 싫어하는 변수는 내전으로 인해 러시아 핵무기 분실되는 일이 생기는거임...",1
"toxic",2699,"러시아 저 정치인들은 무식하다고 밖에 할수가 없네요",1
"not toxic",2700,"ㄴㄴㄴ 러시아를 몰라서 그런거임",0
"toxic",2701,"러시아는 국민들도 정치에 별관심이 없음 일본처럼 도둑놈들이많아 누가 되도 똑같다고생각함",1
"toxic",2702,"그나마 푸틴이 나아서",1
"toxic",2703,"거기서 하나로 통합하는 것 부터가 일반인은 힘듬",1
"toxic",2704,"어유, 저 바이든, 정말 속이 탄다. 나의 4년을 잃어버린것 같다.",1
"toxic",2705,"거기다 농업 인구가 많으면 더 힘듬... 미국도 한국에 쌀을 강매 하듯이 여러나라게 강매하고 있는 이유가 빈부격차 때문인데....",1
"toxic",2706,"러시아는 민족도 가장 많은데 그런 빈부격차 차이를 달래는게 쉬운게 아님",1
"toxic",2707,"푸틴의 가슴속에는 러시아 국민들의 삶에대한 생각은 손꼽만큼도 없을 거야, 그냥 자신의 권력, 부, 자신의 행복만이 자신의 모든 결정이 원천일 겁니다.",1
"not toxic",2708,"그 또한 지나가리라...",0
"toxic",2709,"푸틴이 정권 잡고 GDP가 8~9배가 뛰었음",1
"toxic",2710,"푸틴과 같은 인간이 우리나라에서 대통령질을 하고 있으면, 얼마나 많는 데모가 일어 날지 상상해 보십시요.",1
"toxic",2711,"대구 만 할까....",1
"toxic",2712,"우리나라 데모는 전국에서 일어 납니다. 우리나라 사람들은 모두 똑같거든요.",1
"toxic",2713,"그건 땅이 작아서 모여서 해서 그런건데?ㅋㅋ",1
"toxic",2714,"ㅋㅋㅋㅋㅋㅋ 누가봐도 암살인데",1
"toxic",2715,"이걸 뭘 이야기하고 자빠져있누",1
"toxic",2716,"땅이 작아서 그런게 아니라, 같은 민족이고 같은 문화속에서 대대 손손 살아 왔기에 생각도 같겁니다.",1
"toxic",2717,"할짓 드럽게들없네",1
"toxic",2718,"푸틴의 과거행적을봐라",1
"toxic",2719,"암살하고도 남을놈이지",1
"toxic",2720,"그냥 땅이 작아서야",1
"toxic",2721,"괜히 KGB 출신이 아니여",1
"not toxic",2722,"내가 대한민국 사람인것이 자랑스럽습니다.",0
"toxic",2723,"그리고 요즘 시대에 뭔 민족드립이냐... 민족주의자도 아니고",1
"not toxic",2724,"우크라이나도 피서철 이라 해수욕장 개장했었네;;;",0
"toxic",2725,"프리고진 비행기 추락이 푸틴 짖이 아니라고 생각하는 사람?",1
"not toxic",2726,"남자들은 끌려가 전쟁터에서 싸우는데... 해변에서 해수욕 즐기는 사람들과 같이 보니... 좀 이건 아닌거 같은데....",0
"toxic",2727,"난 CIA에 한표",1
"not toxic",2728,"이 재명 ㅊ",0
"toxic",2729,"오늘 업로드 영상은 좀 충격이다",1
"toxic",2730,"최전선 근처에서 해수욕 즐기는 우크라이나 사람들 뉴스랑, 밤에는 바or술집에 손님이 만원이라는 뉴스 ㅎㄷㄷㄷ",1
"toxic",2731,"역시 한국 뉴스만 봐서는 이런거 모르고 넘어갈뻔 했네...",1
"toxic",2732,"나도CIA에 한표",1
"toxic",2733,"왜냐고? 프리고진은 푸틴의 상대가 안되고 득보다 실이 더 많다.",1
"toxic",2734,"그거 보단 안보이는 곳에서 제거하는게 푸틴한테 더 유리한데 굳이 저렇게 안죽이지",1
"toxic",2735,"지금 나오는 영상 등 나도 구해서 원본 봤는데",1
"toxic",2736,"시체도 뚱뚱해 보이는 사람은 안보였음",1
"toxic",2737,"토막난 시체 찍힌 영상은 차단 먹을테니 뉴스에 나온것만 업로드해야겠다",1
"toxic",2738,"프리고진은 배신한것이 아니고 그냥 까분것이고 프리고진이 그런 위협을 느꼈으면 전용기 접근하는자들을 무심코 볼 인간이 아니다.",1
"not toxic",2739,"자세한건 우린 모르니깐... 뭐...",0
"toxic",2740,"확실한건 뉴스가 팩트는 없고 카더라 뉴스만 있음",1
"toxic",2741,"최근의 러시아 기사는 거의다가 가짜 로 미국편에서 쓴 소설이 대부분이다",1
"toxic",2742,"Piyasadaki para hacmi nedir?",1
"toxic",2743,"NAS NE OLDU NAS",1
"toxic",2744,"şehit polis var",1
"toxic",2745,"şimdilik nas nadasa bırakıldı",1
"toxic",2746,"Lol",1
"toxic",2747,"Video of Lenin being cleaned on YouTube",1
"toxic",2748,"It's a interesting video",1
"toxic",2749,"""The pilot had a heat attack""",1
"not toxic",2750,"Troll factory shut down",0
"toxic",2751,"They have lab coats so it's totally professional",1
"not toxic",2752,"2 dayz still no response he dead alright...good job",0
"toxic",2753,"What country you think has the most trolls?",1
"toxic",2754,"Put🤡in said he dead.",1
"toxic",2755,"I say Norway",1
"not toxic",2756,"Russia",0
"not toxic",2757,"China",0
"toxic",2758,"bunch of fruity fruits",1
"toxic",2759,"NthKorea",1
"not toxic",2760,"DPRK alphabet people gaywads",0
"not toxic",2761,"India",0
"not toxic",2762,"Usa",0
"not toxic",2763,"Brazil",0
"toxic",2764,"yeah there are like 2-3 billion of them curry fruits",1
"toxic",2765,"Great Britain",1
"toxic",2766,"americA did it to blame putin",1
"not toxic",2767,"South Africa",0
"toxic",2768,"All do their jobs",1
"toxic",2769,"I'm not sure mates in UK can spell",1
"not toxic",2770,"Plobably",0
"toxic",2771,"South Africa too busy recovering from Nelson Mandala failures",1
"not toxic",2772,"they got prigozhinz inner circle....shot putin wagner iz gonna be pissed",0
"not toxic",2773,"😄",0
"not toxic",2774,"Brazil on dial up",0
"toxic",2775,"Wagner is defanged but Russian morale in the toilet",1
"toxic",2776,"great at selling hotsogs",1
"toxic",2777,"800,000,000 rubles or $800 USA or best offer",1
"toxic",2778,"I bet someone could get for a Big Mac and some penicillin",1
"not toxic",2779,"256 wanking",0
"toxic",2780,"Correction,watching",1
"toxic",2781,"Clowns 🤡",1
"not toxic",2782,"🌸🌺🎉",0
"toxic",2783,"Fool",1
"toxic",2784,"Rest In Peace",1
"toxic",2785,"Poor souls",1
"toxic",2786,"rest in piss",1
"toxic",2787,"220 of them are alphabet gaywad fruity fruits.",1
"not toxic",2788,"Hahahahaha",0
"toxic",2789,"P I g s",1
"toxic",2790,"Curry scank breath is back",1
"toxic",2791,"are you pro Russian? he was literally a traitor",1
"toxic",2792,"Give up your obsession",1
"toxic",2793,"He's Indian, his government hasn't told him to support yet.",1
"toxic",2794,"You aren’t educated or evolved",1
"toxic",2795,"Hahaha pretend",1
"toxic",2796,"i wish loud at least beat eg",1
"toxic",2797,"gg",1
"toxic",2798,"Pansy is so exhaustingly biased.",1
"not toxic",2799,"loud suck\",0
"not toxic",2800,"who won first match",0
"toxic",2801,"that's the fnatic i wanted to see for the entire game",1
"toxic",2802,"loud vs eg",1
"toxic",2803,"loud win first map",1
"toxic",2804,"derke op",1
"toxic",2805,"@Noke man, cant we asian people see it in peace? why did you have to spoil it for us?",1
"toxic",2806,"gg",1
"toxic",2807,"gg",1
"not toxic",2808,"Who won",0
"toxic",2809,"GG",1
"not toxic",2810,"FNC yeee",0
"toxic",2811,"and after this they lose lol",1
"toxic",2812,"Auto THROWW",1
"not toxic",2813,"nc",0
"toxic",2814,"Wow. They are doing it. Gg",1
"toxic",2815,"gg",1
"toxic",2816,"true.. please be nice. we want to enjoy the rebrodcast bro, dont be spoiler:face-fuchsia-poop-shape:",1
"toxic",2817,"gg",1
"toxic",2818,"GG",1
"not toxic",2819,"WE NOW THEY LOSE JUST STOP",0
"toxic",2820,"just close the chat if u dont want spoilers",1
"toxic",2821,"is this replay?",1
"toxic",2822,"thats how you win a game",1
"toxic",2823,"just close the chat my genius guys and stop complaining",1
"not toxic",2824,"gada obat anjim",0
"not toxic",2825,"who won the game",0
"toxic",2826,"lets go fnatic",1
"toxic",2827,"who won between eg and prx???",1
"toxic",2828,"prx",1
"not toxic",2829,"PRX EZPZ WON",0
"toxic",2830,"prx",1
"not toxic",2831,"PRXX",0
"toxic",2832,"prx",1
"toxic",2833,"prx",1
"not toxic",2834,"m",0
"toxic",2835,"FNC > LOUD",1
"toxic",2836,"prx 2 - 1 eg",1
"toxic",2837,"i know the results. but i won't spoil any of them. i just want to enjoy, and let others enjoy it too bro:face-blue-smiling:",1
"not toxic",2838,"prx won",0
"toxic",2839,"@Afnan Rizqullah what do you expect if you open the chat?",1
"toxic",2840,"is this a replay ?",1
"not toxic",2841,"prx won",0
"toxic",2842,"this is not replay",1
"toxic",2843,"ya",1
"toxic",2844,"t is",1
"toxic",2845,"FNC > All of the teams",1
"toxic",2846,"mana reedem kod",1
"not toxic",2847,"kmkl",0
"toxic",2848,"why indo and pinoy fans come here? maybe our team is dangerous for them until they come to spread their bushit here. ermmmmm:face-blue-smiling:",1
"toxic",2849,"tes",1
"toxic",2850,"Jadi lagenda bersama EPIC SKIN* MLBB hanya RM1 dengan Hotlink! Level up pengalaman gaming anda dengan 5G sekarang. *Tertakluk terma",1
"not toxic",2851,":person-turqouise-waving:",0
"not toxic",2852,":face-orange-raised-eyebrow:",0
"toxic",2853,"sama2 manusia kenelah berbaik",1
"not toxic",2854,":dothefive:",0
"not toxic",2855,":washhands:",0
"toxic",2856,":virtualhug:",1
"toxic",2857,":socialdist:",1
"toxic",2858,":chillwdog:",1
"not toxic",2859,":dothefive:",0
"toxic",2860,":buffering:",1
"not toxic",2861,":face-blue-heart-eyes:",0
"not toxic",2862,"SRG EZ WIN 2 0",0
"not toxic",2863,":face-purple-smiling-fangs:",0
"not toxic",2864,":face-blue-covering-eyes:",0
"not toxic",2865,":hand-purple-blue-peace:",0
"not toxic",2866,":goat-turquoise-white-horns:",0
"not toxic",2867,"@kid I'm here because of demonkite and Super Red. What are you talking about?",0
"toxic",2868,"nak cipap ketat masuk youtube sini",1
"not toxic",2869,":face-blue-question-mark:",0
"not toxic",2870,":elbowbump:",0
"not toxic",2871,":face-blue-three-eyes:",0
"toxic",2872,":oops:",1
"not toxic",2873,":goat-turquoise-white-horns:",0
"not toxic",2874,":face-turquoise-covering-eyes:",0
"not toxic",2875,":body-green-covering-eyes:",0
"not toxic",2876,":hand-orange-covering-eyes:",0
"not toxic",2877,":face-red-droopy-eyes:",0
"not toxic",2878,":text-green-game-over:",0
"not toxic",2879,":person-turqouise-waving:",0
"not toxic",2880,":face-blue-smiling::face-blue-smiling::face-blue-smiling:",0
"not toxic",2881,":eyes-purple-crying:",0
"toxic",2882,"@kid I don't know about Indo Fans but for me, Malaysian teams have never been truly a threat to the Philippine teams. When was the first and last time your teams have made it to the finals?",1
"not toxic",2883,":yougotthis:",0
"toxic",2884,"MF MIZO",1
"not toxic",2885,"SRG win 100%",0
"toxic",2886,"dengar frost cast macam aku dengar wassap x2.0 speed",1
"toxic",2887,"tengok mpl indo main, jarang game habis belas minit. mostly habis 20+ minit walaupun team bawah²",1
"not toxic",2888,"Rap lu",0
"not toxic",2889,"bg muntun bgi code ui",0
"toxic",2890,"halo Malaysia",1
"not toxic",2891,":face-red-droopy-eyes:",0
"toxic",2892,"keropok ml ade tk?",1
"not toxic",2893,":face-red-droopy-eyes:",0
"toxic",2894,"wah sombong",1
"toxic",2895,"@tanpa nama out",1
"toxic",2896,"richa aap kaisi hai",1
"toxic",2897,"yes Meena Ji",1
"not toxic",2898,"hiii",0
"toxic",2899,"aap bataiye apni Facebook I'd",1
"toxic",2900,"main theek hun dipu ji aap bataiye",1
"toxic",2901,"Hi",1
"toxic",2902,"sunita ji",1
"not toxic",2903,"richa ak bat suno",0
"toxic",2904,"aap kaha se ho",1
"toxic",2905,"Puja g",1
"not toxic",2906,"hlo soni",0
"toxic",2907,"richa bolo",1
"toxic",2908,"upsc kaha se kar rahi hai",1
"toxic",2909,"hlw",1
"toxic",2910,"hlw",1
"toxic",2911,"ma hoo",1
"toxic",2912,"Shivam pal aap ek baat suno",1
"not toxic",2913,"ઇંસ્ટાગ્રામ",0
"toxic",2914,"hlo soni ji",1
"toxic",2915,"hii",1
"not toxic",2916,"richa ak bat suno",0
"toxic",2917,"bye",1
"toxic",2918,"Pritam sonkar nam s YHI DP H",1
"toxic",2919,"nahi ji",1
"toxic",2920,"koi mp se gai",1
"not toxic",2921,"pooja",0
"toxic",2922,"aap kaha se ho richa",1
"toxic",2923,"Hello pooja",1
"not toxic",2924,"Jai hind 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳",0
"not toxic",2925,"soni soni soni",0
"toxic",2926,"kon ho aap log",1
"toxic",2927,"Kaha se ho puja",1
"toxic",2928,"pooja ji wpc",1
"toxic",2929,"hi Pooja",1
"toxic",2930,"Richa ji aap kaha se ho",1
"not toxic",2931,"main u.p se",0
"toxic",2932,"wlc",1
"toxic",2933,"Hello kajal",1
"not toxic",2934,"pooja insaan hai😂",0
"toxic",2935,"Uncle aapka",1
"toxic",2936,"are kha chle gye the aap soni ji",1
"toxic",2937,"up me kaha se ho",1
"not toxic",2938,"🤣🤣",0
"not toxic",2939,"hii friends",0
"toxic",2940,"up se",1
"toxic",2941,"Alisha mada",1
"toxic",2942,"ok ji",1
"not toxic",2943,"lyo 8000 log bela bethya h 🤭🤭😂😂😂",0
"not toxic",2944,"🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳",0
"toxic",2945,"सोनी जी 😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍",1
"toxic",2946,"l",1
"toxic",2947,"kyo liza",1
"toxic",2948,"ham bhi thik he",1
"toxic",2949,"kya huaa",1
"not toxic",2950,"inst I'd de dijiye",0
"toxic",2951,"Suman ji app kiss jagah se ho",1
"toxic",2952,"kisko bol rahi ho Suman ji",1
"toxic",2953,"kya hua Suman ji",1
"toxic",2954,"mera yahi I'd name insta I'd hai",1
"not toxic",2955,"kisko Instagram I'd mag rhi ho Eliza Meri kya",0
"toxic",2956,"Suman lanch kiya aap ne",1
"toxic",2957,"ok",1
"toxic",2958,"kya huaa liza",1
"not toxic",2959,"kuchh na",0
"toxic",2960,"hello Suman ji",1
"toxic",2961,"kaha se ho",1
"toxic",2962,"sab time pass kar k Nikal lenge, aap mujhse Pyar karo sachha karunga whole life",1
"toxic",2963,"Suman mam reply please",1
"not toxic",2964,"Suman kha se ho aap",0
"not toxic",2965,"bolo eliza",0
"toxic",2966,"liza kya huaa",1
"toxic",2967,"jhansi se ho",1
"toxic",2968,"mujhe kisi ka piyar na chahiye piyar karne ke liue mere ghar wale h ok",1
"toxic",2969,"u. p se hu me",1
"toxic",2970,"kya huaa liza",1
"toxic",2971,"femily me sab kaise ha",1
"not toxic",2972,"kuchh na",0
"toxic",2973,"insta I'd mil Gaya Mera",1
"not toxic",2974,"ha",0
"toxic",2975,"me urai",1
"not toxic",2976,"follow karo fir",0
"toxic",2977,"Suman study karti ho ya job",1
"toxic",2978,"thik h bayyy",1
"not toxic",2979,"all.",0
"toxic",2980,"me chali sone ki hali",1
"toxic",2981,"liza follow to karo pahle",1
"toxic",2982,"ok tc",1
"toxic",2983,"nhi sone n jao",1
"toxic",2984,"Eliza Mera Dil toot jayega",1
"toxic",2985,"liza hamse bhi baat kar le",1
"not toxic",2986,"me follow nahi karti hu kisi ko",0
"not toxic",2987,"college student ho ap",0
"toxic",2988,"Suman ji hamse bhai bat karlo",1
"toxic",2989,"to insta I'd kyo mang Rahi thi",1
"toxic",2990,"suman ji baat kar rahi hai",1
"toxic",2991,"kanpur janti ho app",1
"toxic",2992,"ham hi kar dete hai follow आपको",1
"not toxic",2993,"dekhne ke liye ke",0
"toxic",2994,"ke dete ho ke nahi",1
"toxic",2995,"aap insta use karti ha kya",1
"toxic",2996,"要死了啊小娃",1
"toxic",2997,"THE WAGNERS ARE LOOSE ENDS",1
"toxic",2998,"i动态快弄完",1
"toxic",2999,"LOOSE CANNONS",1
"toxic",3000,"whathappened",1
"toxic",3001,"too exposed",1
"toxic",3002,"太牛逼例如",1
"toxic",3003,"直接怕是要铺地毯吗铺前啊",1
"toxic",3004,"太牛逼了这个人人",1
"toxic",3005,"么么撒",1
"toxic",3006,"我无处不在啊",1
"toxic",3007,"哎",1
"toxic",3008,"好哦类",1
"toxic",3009,"好累啊为了你们照相",1
"toxic",3010,"Wagners working with the Enemy , wagner knows he will Die , but he (biden ) to give his family immunity somewhere 🫡",1
"toxic",3011,"孔镇岭",1
"toxic",3012,"I smell a RMOLE & RAT in WAGNER",1
"toxic",3013,"whey he coulbd be die？",1
"toxic",3014,"why she cloould？",1
"toxic",3015,"奇怪了",1
"toxic",3016,"好好想想",1
"toxic",3017,"思考一哈",1
"toxic",3018,"问问凯子",1
"not toxic",3019,"01/09",0
"toxic",3020,"firstplan",1
"toxic",3021,"翻书",1
"toxic",3022,"翻完了也找不到我在哪",1
"toxic",3023,"我会翻墙啊",1
"toxic",3024,"跟新家得跟几个",1
"toxic",3025,"反好多次了",1
"toxic",3026,"为了讨",1
"toxic",3027,"我好像陶啊",1
"not toxic",3028,"哈哈",0
"toxic",3029,"却逃不了啊",1
"toxic",3030,"没有发挥特人isgood",1
"toxic",3031,"my father is good",1
"toxic",3032,"im your father",1
"toxic",3033,"dreamcar 111plan xian",1
"toxic",3034,"Arent they Mercenaries 😭",1
"toxic",3035,"武装部队探险了",1
"toxic",3036,"大陆海空",1
"not toxic",3037,"the wagner group 😭",0
"toxic",3038,"还有没有鱼可以钓，我应该选择就可以找到我丢在海里得鸟尿了",1
"toxic",3039,"I don't care wat putin Does , just Make it Quick ' fam",1
"toxic",3040,"eat",1
"toxic",3041,"吃了睡",1
"toxic",3042,"睡了吃",1
"toxic",3043,"吃完就淘汰",1
"not toxic",3044,"88",0
"toxic",3045,"whishthy they making it",1
"toxic",3046,"애초에 러시아가 세계1위 다민족 국가라서 내부에 분쟁이 많은 나라임...",1
"toxic",3047,"푸틴이 제거되면 러시아가 내전이 발생할 수도 있고, 아님 외부로 공격을 돌릴 수도 있고... 변수가 더 많아 지게 되긴 할듯...",1
"toxic",3048,"변수가 많다고 해서 저렇게 마냥 푸틴의 독재하에서, 세계적으로 고립되고, 전쟁이나 하는 나라로 마냥 남게 되면, 그건 러시아에게있어 역사에 기록될 비참한 시기가 될것이고, 경재적으로도 세계로부터 외면당하면서 후진국으로 몰리게 되지 않겠어요!",1
"toxic",3049,"사실 푸틴 이후 러시아 경제는 오히려 좋아졌었음",1
"toxic",3050,"좋아졌음 뭐함 한순간에 말아먹엇는데",1
"not toxic",3051,"서방도 푸틴이 계속 있는게 이득이라 판단하는 내용도 많이 나왔었고....",0
"toxic",3052,"특히 미국이 제일 싫어하는 변수는 내전으로 인해 러시아 핵무기 분실되는 일이 생기는거임...",1
"toxic",3053,"러시아 저 정치인들은 무식하다고 밖에 할수가 없네요",1
"not toxic",3054,"ㄴㄴㄴ 러시아를 몰라서 그런거임",0
"toxic",3055,"러시아는 국민들도 정치에 별관심이 없음 일본처럼 도둑놈들이많아 누가 되도 똑같다고생각함",1
"toxic",3056,"그나마 푸틴이 나아서",1
"toxic",3057,"거기서 하나로 통합하는 것 부터가 일반인은 힘듬",1
"toxic",3058,"어유, 저 바이든, 정말 속이 탄다. 나의 4년을 잃어버린것 같다.",1
"toxic",3059,"거기다 농업 인구가 많으면 더 힘듬... 미국도 한국에 쌀을 강매 하듯이 여러나라게 강매하고 있는 이유가 빈부격차 때문인데....",1
"toxic",3060,"러시아는 민족도 가장 많은데 그런 빈부격차 차이를 달래는게 쉬운게 아님",1
"toxic",3061,"푸틴의 가슴속에는 러시아 국민들의 삶에대한 생각은 손꼽만큼도 없을 거야, 그냥 자신의 권력, 부, 자신의 행복만이 자신의 모든 결정이 원천일 겁니다.",1
"not toxic",3062,"그 또한 지나가리라...",0
"toxic",3063,"푸틴이 정권 잡고 GDP가 8~9배가 뛰었음",1
"toxic",3064,"푸틴과 같은 인간이 우리나라에서 대통령질을 하고 있으면, 얼마나 많는 데모가 일어 날지 상상해 보십시요.",1
"toxic",3065,"대구 만 할까....",1
"toxic",3066,"우리나라 데모는 전국에서 일어 납니다. 우리나라 사람들은 모두 똑같거든요.",1
"toxic",3067,"그건 땅이 작아서 모여서 해서 그런건데?ㅋㅋ",1
"toxic",3068,"ㅋㅋㅋㅋㅋㅋ 누가봐도 암살인데",1
"toxic",3069,"이걸 뭘 이야기하고 자빠져있누",1
"toxic",3070,"땅이 작아서 그런게 아니라, 같은 민족이고 같은 문화속에서 대대 손손 살아 왔기에 생각도 같겁니다.",1
"toxic",3071,"할짓 드럽게들없네",1
"toxic",3072,"푸틴의 과거행적을봐라",1
"toxic",3073,"암살하고도 남을놈이지",1
"toxic",3074,"그냥 땅이 작아서야",1
"toxic",3075,"괜히 KGB 출신이 아니여",1
"not toxic",3076,"내가 대한민국 사람인것이 자랑스럽습니다.",0
"toxic",3077,"그리고 요즘 시대에 뭔 민족드립이냐... 민족주의자도 아니고",1
"not toxic",3078,"우크라이나도 피서철 이라 해수욕장 개장했었네;;;",0
"toxic",3079,"프리고진 비행기 추락이 푸틴 짖이 아니라고 생각하는 사람?",1
"not toxic",3080,"남자들은 끌려가 전쟁터에서 싸우는데... 해변에서 해수욕 즐기는 사람들과 같이 보니... 좀 이건 아닌거 같은데....",0
"toxic",3081,"난 CIA에 한표",1
"not toxic",3082,"이 재명 ㅊ",0
"toxic",3083,"오늘 업로드 영상은 좀 충격이다",1
"toxic",3084,"최전선 근처에서 해수욕 즐기는 우크라이나 사람들 뉴스랑, 밤에는 바or술집에 손님이 만원이라는 뉴스 ㅎㄷㄷㄷ",1
"toxic",3085,"역시 한국 뉴스만 봐서는 이런거 모르고 넘어갈뻔 했네...",1
"toxic",3086,"나도CIA에 한표",1
"toxic",3087,"왜냐고? 프리고진은 푸틴의 상대가 안되고 득보다 실이 더 많다.",1
"toxic",3088,"그거 보단 안보이는 곳에서 제거하는게 푸틴한테 더 유리한데 굳이 저렇게 안죽이지",1
"toxic",3089,"지금 나오는 영상 등 나도 구해서 원본 봤는데",1
"toxic",3090,"시체도 뚱뚱해 보이는 사람은 안보였음",1
"toxic",3091,"토막난 시체 찍힌 영상은 차단 먹을테니 뉴스에 나온것만 업로드해야겠다",1
"toxic",3092,"프리고진은 배신한것이 아니고 그냥 까분것이고 프리고진이 그런 위협을 느꼈으면 전용기 접근하는자들을 무심코 볼 인간이 아니다.",1
"not toxic",3093,"자세한건 우린 모르니깐... 뭐...",0
"toxic",3094,"확실한건 뉴스가 팩트는 없고 카더라 뉴스만 있음",1
"toxic",3095,"최근의 러시아 기사는 거의다가 가짜 로 미국편에서 쓴 소설이 대부분이다",1
"toxic",3096,"Piyasadaki para hacmi nedir?",1
"toxic",3097,"NAS NE OLDU NAS",1
"toxic",3098,"şehit polis var",1
"toxic",3099,"şimdilik nas nadasa bırakıldı",1
"toxic",3100,"Lol",1
"toxic",3101,"Video of Lenin being cleaned on YouTube",1
"toxic",3102,"It's a interesting video",1
"toxic",3103,"""The pilot had a heat attack""",1
"not toxic",3104,"Troll factory shut down",0
"toxic",3105,"They have lab coats so it's totally professional",1
"not toxic",3106,"2 dayz still no response he dead alright...good job",0
"toxic",3107,"What country you think has the most trolls?",1
"toxic",3108,"Put🤡in said he dead.",1
"toxic",3109,"I say Norway",1
"not toxic",3110,"Russia",0
"not toxic",3111,"China",0
"toxic",3112,"bunch of fruity fruits",1
"toxic",3113,"NthKorea",1
"not toxic",3114,"DPRK alphabet people gaywads",0
"not toxic",3115,"India",0
"not toxic",3116,"Usa",0
"not toxic",3117,"Brazil",0
"toxic",3118,"yeah there are like 2-3 billion of them curry fruits",1
"toxic",3119,"Great Britain",1
"toxic",3120,"americA did it to blame putin",1
"not toxic",3121,"South Africa",0
"toxic",3122,"All do their jobs",1
"toxic",3123,"I'm not sure mates in UK can spell",1
"not toxic",3124,"Plobably",0
"toxic",3125,"South Africa too busy recovering from Nelson Mandala failures",1
"not toxic",3126,"they got prigozhinz inner circle....shot putin wagner iz gonna be pissed",0
"not toxic",3127,"😄",0
"not toxic",3128,"Brazil on dial up",0
"toxic",3129,"Wagner is defanged but Russian morale in the toilet",1
"toxic",3130,"great at selling hotsogs",1
"toxic",3131,"800,000,000 rubles or $800 USA or best offer",1
"toxic",3132,"I bet someone could get for a Big Mac and some penicillin",1
"not toxic",3133,"256 wanking",0
"toxic",3134,"Correction,watching",1
"toxic",3135,"Clowns 🤡",1
"not toxic",3136,"🌸🌺🎉",0
"toxic",3137,"Fool",1
"toxic",3138,"Rest In Peace",1
"toxic",3139,"Poor souls",1
"toxic",3140,"rest in piss",1
"toxic",3141,"220 of them are alphabet gaywad fruity fruits.",1
"not toxic",3142,"Hahahahaha",0
"toxic",3143,"P I g s",1
"toxic",3144,"Curry scank breath is back",1
"toxic",3145,"are you pro Russian? he was literally a traitor",1
"toxic",3146,"Give up your obsession",1
"toxic",3147,"He's Indian, his government hasn't told him to support yet.",1
"toxic",3148,"You aren’t educated or evolved",1
"toxic",3149,"Hahaha pretend",1
"toxic",3150,"i wish loud at least beat eg",1
"toxic",3151,"gg",1
"toxic",3152,"Pansy is so exhaustingly biased.",1
"not toxic",3153,"loud suck\",0
"not toxic",3154,"who won first match",0
"toxic",3155,"that's the fnatic i wanted to see for the entire game",1
"toxic",3156,"loud vs eg",1
